orderid,order_date,ship_date,customer,manufactory,product_name,segment,category,subcategory,region,zip,city,state,country
US-2022-154536-5507,9/5/2021,9/9/2021,Jasper Cacioppo,C-Line,"C-Line Peel & Stick Add-On Filing Pockets, 8-3/4 x 5-1/8, 10/Pack",Consumer,Office Supplies,Binders,E,19120,philadelphia,state of pennsylvania,United States
US-2022-158778-5508,9/5/2021,9/9/2021,Dean Braden,Global,Global Comet Stacking Arm Chair,Consumer,Furniture,Chairs,E,19134,philadelphia,state of pennsylvania,United States
US-2022-158778-5509,9/5/2021,9/9/2021,Dean Braden,Global,"Global Task Chair, Black",Consumer,Furniture,Chairs,E,19134,philadelphia,state of pennsylvania,United States
US-2022-158778-5510,9/5/2021,9/9/2021,Dean Braden,Other,"6"" Cubicle Wall Clock, Black",Consumer,Furniture,Furnishings,E,19134,philadelphia,state of pennsylvania,United States
US-2022-158778-5511,9/5/2021,9/9/2021,Dean Braden,Newell,Newell 329,Consumer,Office Supplies,Art,E,19134,philadelphia,state of pennsylvania,United States
US-2022-160815-5512,9/5/2021,9/6/2021,Toby Ritter,Other,Geemarc AmpliPOWER60,Consumer,Technology,Phones,C,52402,cedar rapids,state of iowa,United States
US-2022-162383-5513,9/5/2021,9/11/2021,Maribeth Dona,Global,"Global Push Button Manager's Chair, Indigo",Consumer,Furniture,Chairs,E,43130,lancaster,state of ohio,United States
US-2022-162383-5514,9/5/2021,9/11/2021,Maribeth Dona,Pressboard,Pressboard Hanging Data Binders for Unburst Sheets,Consumer,Office Supplies,Binders,E,43130,lancaster,state of ohio,United States
US-2022-162383-5515,9/5/2021,9/11/2021,Maribeth Dona,Other,Recycled Easel Ring Binders,Consumer,Office Supplies,Binders,E,43130,lancaster,state of ohio,United States
US-2022-164490-5516,9/5/2021,9/10/2021,Stephanie Ulpright,Xerox,Xerox 196,Home Office,Office Supplies,Paper,C,60653,chicago,state of illinois,United States
US-2022-102981-5517,9/6/2021,9/9/2021,Mary O'Rourke,Atlantic,"Atlantic Metals Mobile 5-Shelf Bookcases, Custom Colors",Consumer,Furniture,Bookcases,E,10035,new york city,state of new york,United States
US-2022-102981-5518,9/6/2021,9/9/2021,Mary O'Rourke,Maxell,Maxell 4.7GB DVD+RW 3/Pack,Consumer,Technology,Accessories,E,10035,new york city,state of new york,United States
US-2022-123932-5519,9/6/2021,9/12/2021,Yoseph Carroll,Advantus,Advantus Motivational Note Cards,Corporate,Office Supplies,Paper,C,75217,dallas,state of texas,United States
US-2022-123932-5520,9/6/2021,9/12/2021,Yoseph Carroll,AT&T,AT&T CL83451 4-Handset Telephone,Corporate,Technology,Phones,C,75217,dallas,state of texas,United States
US-2022-133123-5521,9/6/2021,9/11/2021,Karl Braun,Pressboard,Pressboard Data Binders by Wilson Jones,Consumer,Office Supplies,Binders,S,27360,thomasville,state of north carolina,United States
US-2022-133123-5522,9/6/2021,9/11/2021,Karl Braun,Other,"Blue String-Tie & Button Interoffice Envelopes, 10 x 13",Consumer,Office Supplies,Envelopes,S,27360,thomasville,state of north carolina,United States
US-2022-145240-5523,9/6/2021,9/8/2021,Bruce Geld,Tenex,"Tenex Personal Project File with Scoop Front Design, Black",Consumer,Office Supplies,Storage,C,77070,houston,state of texas,United States
US-2022-149223-5524,9/6/2021,9/11/2021,Elpida Rittenbach,Fellowes,Fellowes Basic Home/Office Series Surge Protectors,Corporate,Office Supplies,Appliances,C,55106,saint paul,state of minnesota,United States
US-2022-103709-5525,9/8/2021,9/15/2021,Liz Preis,Other,"Eberhard Faber 3 1/2"" Golf Pencils",Consumer,Office Supplies,Art,W,93277,visalia,state of california,United States
US-2022-103709-5526,9/8/2021,9/15/2021,Liz Preis,Xerox,Xerox 1900,Consumer,Office Supplies,Paper,W,93277,visalia,state of california,United States
US-2022-103709-5527,9/8/2021,9/15/2021,Liz Preis,Other,"Mini 13-1/2 Capacity Data Binder Rack, Pearl",Consumer,Office Supplies,Storage,W,93277,visalia,state of california,United States
US-2022-108868-5528,9/8/2021,9/12/2021,Ken Black,Boston,Boston 1645 Deluxe Heavier-Duty Electric Pencil Sharpener,Corporate,Office Supplies,Art,C,75081,dallas,state of texas,United States
US-2022-108868-5529,9/8/2021,9/12/2021,Ken Black,Belkin,"Belkin SportFit Armband For iPhone 5s/5c, Fuchsia",Corporate,Technology,Phones,C,75081,dallas,state of texas,United States
US-2022-108987-5530,9/8/2021,9/10/2021,Anna Gayman,Riverside,"Riverside Palais Royal Lawyers Bookcase, Royale Cherry Finish",Consumer,Furniture,Bookcases,C,77036,houston,state of texas,United States
US-2022-108987-5531,9/8/2021,9/10/2021,Anna Gayman,Other,"Contico 72""H Heavy-Duty Storage System",Consumer,Office Supplies,Storage,C,77036,houston,state of texas,United States
US-2022-108987-5532,9/8/2021,9/10/2021,Anna Gayman,Other,Super Decoflex Portable Personal File,Consumer,Office Supplies,Storage,C,77036,houston,state of texas,United States
US-2022-108987-5533,9/8/2021,9/10/2021,Anna Gayman,Sony,Sony 64GB Class 10 Micro SDHC R40 Memory Card,Consumer,Technology,Accessories,C,77036,houston,state of texas,United States
US-2022-110009-5534,9/8/2021,9/13/2021,Toby Ritter,Howard Miller,"Howard Miller 11-1/2"" Diameter Grantwood Wall Clock",Consumer,Furniture,Furnishings,W,98103,seattle,state of washington,United States
US-2022-110009-5535,9/8/2021,9/13/2021,Toby Ritter,Ampad,"Ampad Gold Fibre Wirebound Steno Books, 6"" x 9"", Gregg Ruled",Consumer,Office Supplies,Paper,W,98103,seattle,state of washington,United States
US-2022-113516-5536,9/8/2021,9/10/2021,Valerie Mitchum,Other,Premium Transparent Presentation Covers by GBC,Home Office,Office Supplies,Binders,W,93534,lancaster,state of california,United States
US-2022-113516-5537,9/8/2021,9/10/2021,Valerie Mitchum,Other,"Square Ring Data Binders, Rigid 75 Pt. Covers, 11"" x 14-7/8""",Home Office,Office Supplies,Binders,W,93534,lancaster,state of california,United States
US-2022-114174-5538,9/8/2021,9/14/2021,Anne Pryor,Bush,"Bush Westfield Collection Bookcases, Dark Cherry Finish",Home Office,Furniture,Bookcases,E,2148,malden,state of massachusetts,United States
US-2022-114174-5539,9/8/2021,9/14/2021,Anne Pryor,Avery,Avery 52,Home Office,Office Supplies,Labels,E,2148,malden,state of massachusetts,United States
US-2022-115455-5540,9/8/2021,9/14/2021,Sanjit Engle,Executive Impressions,"Executive Impressions 12"" Wall Clock",Consumer,Furniture,Furnishings,C,60090,wheeling,state of illinois,United States
US-2022-115455-5541,9/8/2021,9/14/2021,Sanjit Engle,Bretford,Bretford CR8500 Series Meeting Room Furniture,Consumer,Furniture,Tables,C,60090,wheeling,state of illinois,United States
US-2022-131499-5542,9/8/2021,9/10/2021,Michael Grace,Kensington,Kensington 7 Outlet MasterPiece Power Center with Fax/Phone Line Protection,Home Office,Office Supplies,Appliances,E,10011,new york city,state of new york,United States
US-2022-153101-5543,9/8/2021,9/8/2021,Pauline Johnson,Lesro,"Lesro Round Back Collection Coffee Table, End Table",Consumer,Furniture,Tables,W,92704,santa ana,state of california,United States
US-2022-155138-5544,9/8/2021,9/12/2021,Jill Matthias,Other,Petty Cash Envelope,Consumer,Office Supplies,Paper,S,28110,monroe,state of north carolina,United States
US-2022-155138-5545,9/8/2021,9/12/2021,Jill Matthias,Memorex,Memorex Froggy Flash Drive 4 GB,Consumer,Technology,Accessories,S,28110,monroe,state of north carolina,United States
US-2022-110023-5546,9/9/2021,9/11/2021,Troy Staebel,Cardinal,Cardinal EasyOpen D-Ring Binders,Consumer,Office Supplies,Binders,E,10024,new york city,state of new york,United States
US-2022-112893-5547,9/9/2021,9/13/2021,Annie Thurman,Other,VariCap6 Expandable Binder,Consumer,Office Supplies,Binders,W,95207,stockton,state of california,United States
US-2022-137176-5548,9/9/2021,9/14/2021,Daniel Byrd,Eldon,"Eldon Expressions Punched Metal & Wood Desk Accessories, Black & Cherry",Home Office,Furniture,Furnishings,C,75220,dallas,state of texas,United States
US-2022-112277-5549,9/10/2021,9/15/2021,Steve Chapman,Other,Geemarc AmpliPOWER60,Corporate,Technology,Phones,S,33311,fort lauderdale,state of florida,United States
US-2022-118780-5550,9/10/2021,9/14/2021,Parhena Norris,Wirebound,"Wirebound Message Books, Four 2 3/4 x 5 White Forms per Page",Home Office,Office Supplies,Paper,E,10011,new york city,state of new york,United States
US-2022-118780-5551,9/10/2021,9/14/2021,Parhena Norris,Acco,Acco Perma 2700 Stacking Storage Drawers,Home Office,Office Supplies,Storage,E,10011,new york city,state of new york,United States
US-2022-126102-5552,9/10/2021,9/12/2021,Dianna Vittorini,Ibico,Ibico EB-19 Dual Function Manual Binding System,Consumer,Office Supplies,Binders,W,90049,los angeles,state of california,United States
US-2022-146206-5553,9/10/2021,9/14/2021,Kean Thornton,KI,KI Adjustable-Height Table,Consumer,Furniture,Tables,C,77095,houston,state of texas,United States
US-2022-146206-5554,9/10/2021,9/14/2021,Kean Thornton,Polycom,Polycom VVX 310 VoIP phone,Consumer,Technology,Phones,C,77095,houston,state of texas,United States
US-2022-164350-5555,9/10/2021,9/12/2021,Catherine Glotzbach,Boston,"Boston Model 1800 Electric Pencil Sharpener, Gray",Home Office,Office Supplies,Art,S,37620,bristol,state of tennessee,United States
US-2022-165918-5556,9/10/2021,9/14/2021,Bryan Davis,Storex,Storex Dura Pro Binders,Consumer,Office Supplies,Binders,W,98026,edmonds,state of washington,United States
US-2022-165918-5557,9/10/2021,9/14/2021,Bryan Davis,Other,JM Magazine Binder,Consumer,Office Supplies,Binders,W,98026,edmonds,state of washington,United States
US-2022-165918-5558,9/10/2021,9/14/2021,Bryan Davis,Avery,Avery 487,Consumer,Office Supplies,Labels,W,98026,edmonds,state of washington,United States
US-2022-165918-5559,9/10/2021,9/14/2021,Bryan Davis,Xerox,Xerox 1945,Consumer,Office Supplies,Paper,W,98026,edmonds,state of washington,United States
US-2022-102162-5560,9/11/2021,9/16/2021,Jill Fjeld,Other,#10 Self-Seal White Envelopes,Consumer,Office Supplies,Envelopes,S,23602,newport news,state of virginia,United States
US-2022-102162-5561,9/11/2021,9/16/2021,Jill Fjeld,Canon,Canon PC-428 Personal Copier,Consumer,Technology,Copiers,S,23602,newport news,state of virginia,United States
US-2022-116561-5562,9/11/2021,9/17/2021,Eugene Barchas,GBC,GBC Standard Therm-A-Bind Covers,Consumer,Office Supplies,Binders,W,95123,san jose,state of california,United States
US-2022-116561-5563,9/11/2021,9/17/2021,Eugene Barchas,Other,"Stur-D-Stor Shelving, Vertical 5-Shelf: 72""H x 36""W x 18 1/2""D",Consumer,Office Supplies,Storage,W,95123,san jose,state of california,United States
US-2022-121223-5564,9/11/2021,9/13/2021,Giulietta Dortch,Xerox,Xerox 1972,Corporate,Office Supplies,Paper,E,19143,philadelphia,state of pennsylvania,United States
US-2022-121223-5565,9/11/2021,9/13/2021,Giulietta Dortch,Cisco,Cisco 8x8 Inc. 6753i IP Business Phone System,Corporate,Technology,Phones,E,19143,philadelphia,state of pennsylvania,United States
US-2022-130225-5566,9/11/2021,9/17/2021,Ryan Crowe,Other,Cameo Buff Policy Envelopes,Consumer,Office Supplies,Envelopes,C,77041,houston,state of texas,United States
US-2022-143476-5567,9/11/2021,9/13/2021,Linda Cazamias,Crayola,"Crayola Anti Dust Chalk, 12/Pack",Corporate,Office Supplies,Art,W,85023,phoenix,state of arizona,United States
US-2022-143476-5568,9/11/2021,9/13/2021,Linda Cazamias,Other,Great White Multi-Use Recycled Paper (20Lb. and 84 Bright),Corporate,Office Supplies,Paper,W,85023,phoenix,state of arizona,United States
US-2022-143476-5569,9/11/2021,9/13/2021,Linda Cazamias,Xerox,Xerox 1976,Corporate,Office Supplies,Paper,W,85023,phoenix,state of arizona,United States
US-2022-145625-5570,9/11/2021,9/17/2021,Kelly Collister,Wirebound,"Wirebound Message Books, Two 4 1/4"" x 5"" Forms per Page",Consumer,Office Supplies,Paper,W,92037,san diego,state of california,United States
US-2022-145625-5571,9/11/2021,9/17/2021,Kelly Collister,Logitech,Logitech P710e Mobile Speakerphone,Consumer,Technology,Accessories,W,92037,san diego,state of california,United States
US-2022-150007-5572,9/11/2021,9/16/2021,Adam Shillingsburg,Other,Insertable Tab Indexes For Data Binders,Consumer,Office Supplies,Binders,C,60653,chicago,state of illinois,United States
US-2022-150007-5573,9/11/2021,9/16/2021,Adam Shillingsburg,Smead,Smead Alpha-Z Color-Coded Name Labels First Letter Starter Set,Consumer,Office Supplies,Labels,C,60653,chicago,state of illinois,United States
US-2022-153157-5574,9/11/2021,9/14/2021,Trudy Brown,Plantronics,Plantronics Encore H101 Dual Earpieces Headset,Consumer,Technology,Phones,C,67212,wichita,state of kansas,United States
US-2022-164154-5575,9/11/2021,9/17/2021,Nick Zandusky,GBC,GBC Standard Therm-A-Bind Covers,Home Office,Office Supplies,Binders,E,43615,toledo,state of ohio,United States
US-2022-164154-5576,9/11/2021,9/17/2021,Nick Zandusky,Staple magnet,Staple magnet,Home Office,Office Supplies,Storage,E,43615,toledo,state of ohio,United States
US-2022-113082-5577,9/12/2021,9/16/2021,Matt Collister,DAX,"DAX Contemporary Wood Frame with Silver Metal Mat, Desktop, 11 x 14 Size",Corporate,Furniture,Furnishings,E,13501,utica,state of new york,United States
US-2022-123946-5578,9/12/2021,9/17/2021,Anthony Johnson,Hon,Hon Olson Stacker Chairs,Corporate,Furniture,Chairs,S,22153,springfield,state of virginia,United States
US-2022-123946-5579,9/12/2021,9/17/2021,Anthony Johnson,Other,Staples,Corporate,Office Supplies,Fasteners,S,22153,springfield,state of virginia,United States
US-2022-123946-5580,9/12/2021,9/17/2021,Anthony Johnson,Rogers,"Rogers Jumbo File, Granite",Corporate,Office Supplies,Storage,S,22153,springfield,state of virginia,United States
US-2022-123946-5581,9/12/2021,9/17/2021,Anthony Johnson,Imation,Imation 30456 USB Flash Drive 8GB,Corporate,Technology,Accessories,S,22153,springfield,state of virginia,United States
US-2022-128811-5582,9/12/2021,9/16/2021,Sarah Foster,GBC,GBC Instant Report Kit,Consumer,Office Supplies,Binders,W,98103,seattle,state of washington,United States
US-2022-128811-5583,9/12/2021,9/16/2021,Sarah Foster,Other,OIC Bulk Pack Metal Binder Clips,Consumer,Office Supplies,Fasteners,W,98103,seattle,state of washington,United States
US-2022-128811-5584,9/12/2021,9/16/2021,Sarah Foster,Avery,Avery 487,Consumer,Office Supplies,Labels,W,98103,seattle,state of washington,United States
US-2022-142902-5585,9/12/2021,9/14/2021,Ben Peterman,Hon,Hon 4070 Series Pagoda Armless Upholstered Stacking Chairs,Corporate,Furniture,Chairs,W,80004,arvada,state of colorado,United States
US-2022-142902-5586,9/12/2021,9/14/2021,Ben Peterman,Eldon,"Eldon Expressions Desk Accessory, Wood Photo Frame, Mahogany",Corporate,Furniture,Furnishings,W,80004,arvada,state of colorado,United States
US-2022-142902-5587,9/12/2021,9/14/2021,Ben Peterman,C-Line,C-Line Cubicle Keepers Polyproplyene Holder With Velcro Backings,Corporate,Furniture,Furnishings,W,80004,arvada,state of colorado,United States
US-2022-142902-5588,9/12/2021,9/14/2021,Ben Peterman,Avery,Avery 509,Corporate,Office Supplies,Labels,W,80004,arvada,state of colorado,United States
US-2022-151148-5589,9/12/2021,9/13/2021,Philisse Overcash,Global,"Global Stack Chair without Arms, Black",Home Office,Furniture,Chairs,W,80027,louisville,state of colorado,United States
US-2022-151148-5590,9/12/2021,9/13/2021,Philisse Overcash,Other,Lunatik TT5L-002 Taktik Strike Impact Protection System for iPhone 5,Home Office,Technology,Phones,W,80027,louisville,state of colorado,United States
US-2022-152457-5591,9/12/2021,9/18/2021,Steve Chapman,Xerox,Xerox 1991,Corporate,Office Supplies,Paper,C,48066,roseville,state of michigan,United States
US-2022-105732-5592,9/13/2021,9/18/2021,Alejandro Grove,Electrix,"Electrix Architect's Clamp-On Swing Arm Lamp, Black",Consumer,Furniture,Furnishings,C,68104,omaha,state of nebraska,United States
US-2022-105732-5593,9/13/2021,9/18/2021,Alejandro Grove,Harmony,Harmony Air Purifier,Consumer,Office Supplies,Appliances,C,68104,omaha,state of nebraska,United States
US-2022-105732-5594,9/13/2021,9/18/2021,Alejandro Grove,Avery,Avery 49,Consumer,Office Supplies,Labels,C,68104,omaha,state of nebraska,United States
US-2022-105732-5595,9/13/2021,9/18/2021,Alejandro Grove,Adams,"Adams Telephone Message Book W/Dividers/Space For Phone Numbers, 5 1/4""X8 1/2"", 300/Messages",Consumer,Office Supplies,Paper,C,68104,omaha,state of nebraska,United States
US-2022-105732-5596,9/13/2021,9/18/2021,Alejandro Grove,Things To Do,Things To Do Today Pad,Consumer,Office Supplies,Paper,C,68104,omaha,state of nebraska,United States
US-2022-105732-5597,9/13/2021,9/18/2021,Alejandro Grove,Rogers,"Rogers Jumbo File, Granite",Consumer,Office Supplies,Storage,C,68104,omaha,state of nebraska,United States
US-2022-105732-5598,9/13/2021,9/18/2021,Alejandro Grove,Fellowes,"Fellowes Mobile File Cart, Black",Consumer,Office Supplies,Storage,C,68104,omaha,state of nebraska,United States
US-2022-105732-5599,9/13/2021,9/18/2021,Alejandro Grove,Other,"Elite 5"" Scissors",Consumer,Office Supplies,Supplies,C,68104,omaha,state of nebraska,United States
US-2022-105732-5600,9/13/2021,9/18/2021,Alejandro Grove,Other,"BlueLounge Milo Smartphone Stand, White/Metallic",Consumer,Technology,Phones,C,68104,omaha,state of nebraska,United States
US-2022-105732-5601,9/13/2021,9/18/2021,Alejandro Grove,Other,Mediabridge Sport Armband iPhone 5s,Consumer,Technology,Phones,C,68104,omaha,state of nebraska,United States
US-2022-153178-5602,9/14/2021,9/18/2021,Clay Ludtke,GBC,GBC DocuBind 200 Manual Binding Machine,Consumer,Office Supplies,Binders,E,11561,long beach,state of new york,United States
US-2022-153178-5603,9/14/2021,9/18/2021,Clay Ludtke,Other,Wi-Ex zBoost YX540 Cellular Phone Signal Booster,Consumer,Technology,Phones,E,11561,long beach,state of new york,United States
US-2022-155439-5604,9/14/2021,9/18/2021,Parhena Norris,Xerox,Xerox 224,Home Office,Office Supplies,Paper,S,29203,columbia,state of south carolina,United States
US-2022-116911-5605,9/15/2021,9/20/2021,Justin Deggeller,Bretford,Bretford Rectangular Conference Table Tops,Corporate,Furniture,Tables,W,83301,twin falls,state of idaho,United States
US-2022-116911-5606,9/15/2021,9/20/2021,Justin Deggeller,Avery,Avery Heavy-Duty EZD View Binder with Locking Rings,Corporate,Office Supplies,Binders,W,83301,twin falls,state of idaho,United States
US-2022-128678-5607,9/15/2021,9/20/2021,Rob Beeghly,Cardinal,"Cardinal Slant-D Ring Binder, Heavy Gauge Vinyl",Consumer,Office Supplies,Binders,W,98105,seattle,state of washington,United States
US-2022-128678-5608,9/15/2021,9/20/2021,Rob Beeghly,TOPS,"TOPS ""Important Message"" Pads, Canary, 4-1/4 x 5-1/2, 50 Sheets per Pad",Consumer,Office Supplies,Paper,W,98105,seattle,state of washington,United States
US-2022-149370-5609,9/15/2021,9/19/2021,Dean Braden,Xerox,Xerox 1968,Consumer,Office Supplies,Paper,E,19140,philadelphia,state of pennsylvania,United States
US-2022-149797-5610,9/15/2021,9/20/2021,Adam Hart,GBC,GBC DocuBind 300 Electric Binding Machine,Corporate,Office Supplies,Binders,E,10011,new york city,state of new york,United States
US-2022-160479-5611,9/15/2021,9/20/2021,Angele Hood,Sanford,SANFORD Major Accent Highlighters,Consumer,Office Supplies,Art,W,98105,seattle,state of washington,United States
US-2022-123337-5612,9/16/2021,9/22/2021,Keith Dawkins,Sauder,"Sauder Forest Hills Library with Doors, Woodland Oak Finish",Corporate,Furniture,Bookcases,W,95123,san jose,state of california,United States
US-2022-123337-5613,9/16/2021,9/22/2021,Keith Dawkins,Eureka,"Eureka Sanitaire  Multi-Pro Heavy-Duty Upright, Disposable Bags",Corporate,Office Supplies,Appliances,W,95123,san jose,state of california,United States
US-2022-134369-5614,9/16/2021,9/22/2021,Becky Castell,Xerox,Xerox 1966,Home Office,Office Supplies,Paper,W,92677,laguna niguel,state of california,United States
US-2022-162159-5615,9/16/2021,9/18/2021,Corey Roper,Global,"Global Value Mid-Back Manager's Chair, Gray",Home Office,Furniture,Chairs,S,31907,columbus,state of georgia,United States
US-2022-105900-5616,9/17/2021,9/23/2021,Brendan Sweed,Sanford,Sanford Liquid Accent Highlighters,Corporate,Office Supplies,Art,C,47201,columbus,state of indiana,United States
US-2022-109806-5617,9/17/2021,9/22/2021,Jim Sink,Other,Turquoise Lead Holder with Pocket Clip,Corporate,Office Supplies,Art,W,90036,los angeles,state of california,United States
US-2022-109806-5618,9/17/2021,9/22/2021,Jim Sink,Xerox,Xerox 1995,Corporate,Office Supplies,Paper,W,90036,los angeles,state of california,United States
US-2022-109806-5619,9/17/2021,9/22/2021,Jim Sink,Panasonic,Panasonic Kx-TS550,Corporate,Technology,Phones,W,90036,los angeles,state of california,United States
US-2022-111416-5620,9/17/2021,9/22/2021,Luke Weiss,Avery,Avery Arch Ring Binders,Consumer,Office Supplies,Binders,E,10035,new york city,state of new york,United States
US-2022-131093-5621,9/17/2021,9/20/2021,Troy Staebel,SAFCO,Safco Industrial Shelving,Consumer,Office Supplies,Storage,E,45503,springfield,state of ohio,United States
US-2022-134208-5622,9/17/2021,9/23/2021,Cindy Stewart,Lexmark,Lexmark X 9575 Professional All-in-One Color Printer,Consumer,Technology,Machines,S,31907,columbus,state of georgia,United States
US-2022-148957-5623,9/17/2021,9/23/2021,Chuck Clark,Avery,Avery 481,Home Office,Office Supplies,Labels,W,98052,redmond,state of washington,United States
US-2022-152415-5624,9/17/2021,9/22/2021,Patrick O'Donnell,C-Line,"C-Line Magnetic Cubicle Keepers, Clear Polypropylene",Consumer,Furniture,Furnishings,E,1752,marlborough,state of massachusetts,United States
US-2022-152415-5625,9/17/2021,9/22/2021,Patrick O'Donnell,Howard Miller,"Howard Miller 14-1/2"" Diameter Chrome Round Wall Clock",Consumer,Furniture,Furnishings,E,1752,marlborough,state of massachusetts,United States
US-2022-159730-5626,9/17/2021,9/21/2021,Sanjit Jacobs,Other,Harbour Creations 67200 Series Stacking Chairs,Home Office,Furniture,Chairs,W,98103,seattle,state of washington,United States
US-2022-159730-5627,9/17/2021,9/21/2021,Sanjit Jacobs,Other,Clarity 53712,Home Office,Technology,Phones,W,98103,seattle,state of washington,United States
US-2022-164091-5628,9/17/2021,9/22/2021,Laura Armstrong,C-Line,"C-Line Cubicle Keepers Polyproplyene Holder w/Velcro Back, 8-1/2x11, 25/Bx",Corporate,Furniture,Furnishings,E,4401,bangor,state of maine,United States
US-2022-164091-5629,9/17/2021,9/22/2021,Laura Armstrong,Other,Wi-Ex zBoost YX540 Cellular Phone Signal Booster,Corporate,Technology,Phones,E,4401,bangor,state of maine,United States
US-2022-106075-5630,9/18/2021,9/23/2021,Henry MacAllister,Avery,Avery Binding System Hidden Tab Executive Style Index Sets,Consumer,Office Supplies,Binders,E,10009,new york city,state of new york,United States
US-2022-110086-5631,9/18/2021,9/22/2021,Bill Donatelli,Polycom,Polycom CX300 Desktop Phone USB VoIP phone,Consumer,Technology,Phones,W,95695,woodland,state of california,United States
US-2022-111409-5632,9/18/2021,9/22/2021,Patrick O'Brill,Avery,Avery 480,Consumer,Office Supplies,Labels,S,32216,jacksonville,state of florida,United States
US-2022-120355-5633,9/18/2021,9/25/2021,Magdelene Morse,Global,Global Leather Executive Chair,Consumer,Furniture,Chairs,E,10801,new rochelle,state of new york,United States
US-2022-120355-5634,9/18/2021,9/25/2021,Magdelene Morse,DAX,DAX Two-Tone Silver Metal Document Frame,Consumer,Furniture,Furnishings,E,10801,new rochelle,state of new york,United States
US-2022-133935-5635,9/18/2021,9/22/2021,Jane Waco,Global,Global Troy Executive Leather Low-Back Tilter,Corporate,Furniture,Chairs,W,92105,san diego,state of california,United States
US-2022-133935-5636,9/18/2021,9/22/2021,Jane Waco,Global,"Global High-Back Leather Tilter, Burgundy",Corporate,Furniture,Chairs,W,92105,san diego,state of california,United States
US-2022-133935-5637,9/18/2021,9/22/2021,Jane Waco,Xerox,Xerox 1945,Corporate,Office Supplies,Paper,W,92105,san diego,state of california,United States
US-2022-140928-5638,9/18/2021,9/22/2021,Nona Balk,Chromcraft,Chromcraft Round Conference Tables,Corporate,Furniture,Tables,S,32216,jacksonville,state of florida,United States
US-2022-145905-5639,9/18/2021,9/23/2021,Anne McFarland,Office Star,Office Star - Professional Matrix Back Chair with 2-to-1 Synchro Tilt and Mesh Fabric Seat,Consumer,Furniture,Chairs,S,36830,auburn,state of alabama,United States
US-2022-145905-5640,9/18/2021,9/23/2021,Anne McFarland,Southworth,Southworth Parchment Paper & Envelopes,Consumer,Office Supplies,Paper,S,36830,auburn,state of alabama,United States
US-2022-145905-5641,9/18/2021,9/23/2021,Anne McFarland,Tennsco,Tennsco Double-Tier Lockers,Consumer,Office Supplies,Storage,S,36830,auburn,state of alabama,United States
US-2022-157511-5642,9/18/2021,9/20/2021,Seth Vernon,Other,"Situations Contoured Folding Chairs, 4/Set",Consumer,Furniture,Chairs,E,43229,columbus,state of ohio,United States
US-2022-157511-5643,9/18/2021,9/20/2021,Seth Vernon,Eldon,Eldon Pizzaz Desk Accessories,Consumer,Furniture,Furnishings,E,43229,columbus,state of ohio,United States
US-2022-157511-5644,9/18/2021,9/20/2021,Seth Vernon,Eldon,"Eldon Spacemaker Box, Quick-Snap Lid, Clear",Consumer,Office Supplies,Art,E,43229,columbus,state of ohio,United States
US-2022-102932-5645,9/19/2021,9/23/2021,Shirley Daniels,Storex,Storex DuraTech Recycled Plastic Frosted Binders,Home Office,Office Supplies,Binders,E,7050,orange,state of new jersey,United States
US-2022-102932-5646,9/19/2021,9/23/2021,Shirley Daniels,Acme,Acme Forged Steel Scissors with Black Enamel Handles,Home Office,Office Supplies,Supplies,E,7050,orange,state of new jersey,United States
US-2022-114888-5647,9/19/2021,9/24/2021,Chuck Clark,Cardinal,Cardinal Holdit Business Card Pockets,Home Office,Office Supplies,Binders,W,94109,san francisco,state of california,United States
US-2022-114888-5648,9/19/2021,9/24/2021,Chuck Clark,Other,Kleencut Forged Office Shears by Acme United Corporation,Home Office,Office Supplies,Supplies,W,94109,san francisco,state of california,United States
US-2022-120250-5649,9/19/2021,9/22/2021,Anne Pryor,Nu-Dell,Nu-Dell Oak Frame,Home Office,Furniture,Furnishings,E,19140,philadelphia,state of pennsylvania,United States
US-2022-130267-5650,9/19/2021,9/23/2021,Scot Wooten,Xerox,"Xerox Color Copier Paper, 11"" x 17"", Ream",Consumer,Office Supplies,Paper,W,95207,stockton,state of california,United States
US-2022-142370-5651,9/19/2021,9/23/2021,Theone Pippenger,Other,Letter Slitter,Consumer,Office Supplies,Supplies,S,31907,columbus,state of georgia,United States
US-2022-142370-5652,9/19/2021,9/23/2021,Theone Pippenger,Logitech,Logitech Wireless Marathon Mouse M705,Consumer,Technology,Accessories,S,31907,columbus,state of georgia,United States
US-2022-156097-5653,9/19/2021,9/19/2021,Eugene Hildebrand,Global,Global Troy Executive Leather Low-Back Tilter,Home Office,Furniture,Chairs,C,60505,aurora,state of illinois,United States
US-2022-156097-5654,9/19/2021,9/19/2021,Eugene Hildebrand,Avery,Avery Binding System Hidden Tab Executive Style Index Sets,Home Office,Office Supplies,Binders,C,60505,aurora,state of illinois,United States
US-2022-158610-5655,9/19/2021,9/22/2021,Clytie Kelty,Other,Home/Office Personal File Carts,Consumer,Office Supplies,Storage,E,2908,providence,state of rhode island,United States
US-2022-168354-5656,9/19/2021,9/21/2021,Rick Huthwaite,Other,"Lifetime Advantage Folding Chairs, 4/Carton",Home Office,Furniture,Chairs,E,2908,providence,state of rhode island,United States
US-2022-168354-5657,9/19/2021,9/21/2021,Rick Huthwaite,Other,JM Magazine Binder,Home Office,Office Supplies,Binders,E,2908,providence,state of rhode island,United States
